has_about_page,has_alexa_category,has_author,has_contact_page,has_site_description,has_top_image,is_categorized_by_alexa,reliable,site_links_in_count,site_ph_rank,site_rank,site_spd_median_load_time,site_spd_percentile,text,title
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"A NORTHERN Mindanao police official has dismissed the series of attacks by communist rebels, saying the region remains safe and secure and that the rebels were just putting up a show of force to get noticed by world leaders.Superintendent Lemuel Gonda, spokesperson of the Police Regional Office (PRO)-Northern Mindanao, downplayed the attacks on the police and military in Bukidnon, Misamis Oriental, and Iligan City in the past week as the communists have become ""weak.""""Ang ilang giingon nga nag-atake sila pagpakita sa Asean nga kusog ilang pwersa pero hinay na sila ug patalikod ilang attack (They said they launched the attack due to the ASEAN summit to show their force but they are actually weak as they attack treacherously),"" Gonda said.But Gonda said the attacks have prompted them to further strengthen intelligence monitoring and collaboration with the military and other law enforcement groups.Gonda said Chief Superintendent Timoteo Pacleb, PRO-10 regional director, has already ordered all police stations in areas with known NPA presence to put in place stronger security measures.Pacleb has also ordered the putting up of more checkpoints with stricter security inspections.Pacleb, however, warned policemen in the region to be cautious and vigilant in responding to calls for police assistance in rebel-infested areas especially at night.""We have standard operating procedure about anang pagrespond sa red areas nga dili gyud pwede. Ang gabuhaton ana is i-coordinate sa barangay to verify reports (What we do is we coordinate with the barangay to verify the information),"" Gonda said.""Naa tay station guard sa matag police station kung asa didto ra mag-entertain ug mga tawo kay dili ta magkumpyansa (we have station guard in every police station where concerns are entertained because we cannot let our guard down),"" Gonda added.Gonda said an alarm system was purposely installed for emergency situations should the rebels attempt to overrun the police station.On the NPA apology to the family of the 4 month-old baby killed in the crossfire of an NPA attack, Gonda said the rule of law must prevail and said the police will go after the perpetrators and put them behind bars.""Dili buot pasabot mag-sorry ka exempted na ka sa criminal liability kinahanglan sila filan og kasong murder (It doesn't mean that they said sorry they are already exempted of the criminal liability. They must be charged),"" Gonda said.In its statement, the NPA-North Central Mindanao Region had expressed their condolences and are asking for forgiveness from the family and relatives of the slain and wounded civilians.Meanwhile, two police personnel were abducted in Surigao Del Norte on Monday afternoon, November 13, by suspected NPA rebels, a military official said Tuesday.Major Ezra Balagtey, spokesperson of Eastern Mindanao Command, said the two policemen were forcibly taken by around 20 armed men on board two white vans without license plate around 1:35 p.m. on Monday, November 13.The names of the policemen, both members of the Placer Municipal Police Station, have been withheld. They were on duty at the police outpost in Bad-as Public Market when the abduction took place.Balagtey said government forces were conducting search and rescue operation. Police have yet to identify the NPA responsible for the abduction.This incident runs counter to the spirit of peace talks that everyone is pushing (for), said Balagtey.The peace talks between the government and the communist rebels are in limbo. President Rodrigo Duterte said in July that there will be no more negotiations following the intensified attacks by rebels in response to the martial law proclaimed in Mindanao. (With SunStar Philippines)",Police official calls NPA attacks treacherous | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"LEADERS of peasant groups from Laguindingan, Misamis Oriental, are calling on the Provincial Government to intervene amid threats of unrestafter they accused the Ayala Corporation of not fulfilling promises made some 20 years ago when the corporation bought land near what is now the Laguindingan Airport.Elderico Omongos, chairman of the Moog Farmers Association (MOFA) and Globen Mabalos, spokesperson of Tubajon Farmers Association (TFA), both appeared before the Governor Yevgeny Vincente Emano on Tuesday, November 14, to ask for help and assistance.Both Omongos and Mabalos claimed they have been disturbed by unidentified men whom they said were seemingly spying or monitoring their respective activities.The two said their families have yet to experience such fears and worries until the incidents recently.However, they could not ascertain who and what group is behind this.""Nabalaka mi kay naay duha ka motor nga galabay sa among balay panahon sa gabii (We fear because there are 2 motorcycles passing our house especially at night),""Mabalos said.""Dunay mga tawo nga panahon sa gabii nga murag gapaniid unya among mga iro saba kaayo nga gusto modasmag. Sukad wala mi kasinati ani (There are men who seemed to be spying us and we cannot sleep because of the dogs that are keep on barking),""Omongos said.The farmer leaders said this only happened after they pressed their claims for disturbance compensation allegedly promised by the Ayala Corporation after the conversion of the land they occupied in Laguindingan town.Already, Omongos and Mabalos went to the police station yesterday to report the incident and have been coordinating with the barangay for their protection and safety.Omongos said they want the governor to meddle by initiating a dialogue with the Ayala Corporation if only to address all their concerns.They also want to hear the thoughts and the kind of assistance Emano could possibly extend to their groups.""Gusto namo nga matabangan mi ni governor nga makalingkod uban sa Ayala ug sa DAR,""Omongos said.The group was referred on Tuesday to the provincial legal office to discuss the problem.",Farmers say unrest brewing in Laguindingan | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"SURIGAO CITY -- Barely a day after abducting two policemen in a town in Surigao del Norte on Monday, November 13, armed men believed to be members of the New People's Army (NPA) attacked police targets in Caraga Region Tuesday.NPA combatants torched two commercial trucks on a highway Tuesday morning in Jabonga town in Agusan del Norte, the Philippine National Police (PNP) said in a report.Several kilometers away in the neigboring town of Santiago, armed men ambushed a convoy of military tank and a light armored vehicle.No one was hurt in both incidents, police said.In Kitcharao town in Agusan del Norte, which borders Surigao del Norte, police said PNP and military units engaged an undetermined number of NPA members who tried to set up a checkpoint on a portion of the national highway.Fighting is still ongoing as of this posting, police and military sources said.Residents in the area said the NPA distributed leaflets Tuesday, urging the public to rise against the presence of the military in Kitcharao. The leaflets warned residents to evacuate to safer areas if the military does not leave the town.On Monday, suspected NPA rebels also ambushed a convoy belonging to the Surigao del Norte Provincial Mobile Force Company (PMFC) in Brgy. Trinidad, Surigao City.Police Superintendent Diomedes Cuadra Jr., PMFC commander, said the ambush occurred around 5 pm when he and his team were en route to this city. No one was injured in the incident.Hours before the ambush, at around 1.30 p.m., NPA rebels onboard two utility vans abducted Police Officer 2 (PO2) John Paul Doverte and PO2 Alfredo Degamon at a busy intersection in Brgy. Bad-as, Placer town.Ka Oto, spokesperson of the NPA Guerilla Front Committee 16B, said they captured the two policemen for allegations ranging from extortion, illegal drugs and other illegal activities. (PNA)","Suspected rebels attack PNP, military positions in Caraga | SunStar"
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"TWO police personnel were abducted in Surigao Del Norte on Monday afternoon by armed men believed to be members of the communist New Peoples Army (NPA), a military official said Tuesday.Major Ezra Balagtey, spokesperson of Eastern Mindanao Command, said the two policemen were forcibly taken by around 20 armed men on board two white vans without license plate around 1:35 p.m. on Monday, November 13.The names of the policemen, both members of the Placer Municipal Police Station, have been withheld. They were on duty at the police outpost in Bad-as Public Market when the abduction took place.Balagtey said government forces were conducting search and rescue operation. Police have yet to identify the NPA responsible for the abduction.This incident runs counter to the spirit of peace talks that everyone is pushing (for), said Balagtey.The peace talks between the government and the communist rebels are in limbo. President Rodrigo Duterte said in July that there will be no more negotiations following the intensified attacks by rebels in response to the martial law proclaimed in Mindanao.The President has been flip flopping on his position and the government negotiating panel has not issued a formal notice terminating the talks.Duterte, meanwhile, has urged the NPA rebels to surrender to the government with a promise that they will be given a decent job and house. (SunStar Philippines)",Suspected rebels abduct 2 cops in Surigao | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"POLICE are looking into the possibility of shutting down mobile phone signals again during the Sinulog fiesta next year.Senior Superintendent Renato Dugan, Police Regional Office-Central Visayas's Community Relations Division chief, said Wednesday, November 14, that they have not reached a final decision yet but they are entertaining the possibility.He said they will conduct a meeting to discuss more of the plan.""Our priority is security regardless of everything,"" he said.The National Telecommunications Commission approved for the first time in January 2017 the request of PRO-Central Visayas to shut down some cell sites of mobile companies.The move was aimed at preventing possible terrorist attacks.Dugan said the military and police will have no problems in communicating with each other as they have radios. (KAL/SunStar Cebu)",Police mull signal shutdown during Sinulog | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"A 37-YEAR-OLD man believed to be mentally ill was arrested for attempting to kill two men fixing a vehicle on Monday night, November 13, in Barangay Tonggo, San Fernando, Cebu.The suspect used scissors in attacking victims Gleen Maginsay Laranjo, who suffered a wound in his left arm, and Choyen De Villa Ali, who got hit in the head.Investigation showed the man stabbed Laranjo, who is his brother-in-law, and Ali after the vehicle's alarm went off. The man, after hearing the alarm, thought he would be arrested by the police.He will be brought to a medical expert to determine his real condition. (KAL/SunStar Cebu)",'Mentally ill' caught after trying to kill 2 men | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THE incumbent barangay councilor of Matab-ang, Toledo City was caught when operatives of the Criminal Investigation and Detection Group (CIDG) 7 served an arrest warrant yesterday morning.Algerico Tanilon, 47, yielded a .45 pistol loaded with seven bullets and two magazines.There were complaints from his neighbors that he kept on brandishing his gun and carrying it everywhere, said Chief Insp. Chuck Barandog, intelligence chief of the CIDG 7.The warrant was issued by Judge Antonio Marigomen of the Regional Trial Court, Branch 61 in Bogo City.Barandog revealed that they have a list of civilians, politicians and judiciaries who own unlicensed guns or guns with expired permits and they will be placed under surveillance. (JOB)","CIDG 7 arrests Toledo bry. councilor, seizes .45 pistol | SunStar"
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THE Davao City Council will request representatives from Davao City Environment and National Resources Office (Cenro) to attend the session next week to explain the spillage of garbage juice or leachate from New Carmen sanitary landfill to the creek that leads to Matina Pangi River.Majority Floor Leader Bernard Al-ag on Tuesday, November 14, directed the City Council secretary to invite (Cenro) and Department of Environment Natural Resources (DENR) to discuss the problem.""We have received reports that there is an occurrence of a spillage of leachate, or juice from our garbage to our river and this is not only the concern of the Barangay New Carmen, this is the concern of the city. This leachate will go to our river specifically to Matina Pangi River, and it will go to the sea, this is a cause of concern of all Dabawenyos,"" Al-ag said.He said that long term solution of the problem is a P100 million budget for the relocation of the sanitary landfill was already approved by the Council in the previous session incorporated with the Supplemental Budget 2.The request for invitation is to ask the plans of Cenro and EMB in addressing the problem.Last Friday in a press conference, Department of Environment and Natural Resources - Environmental Management Bureau (DENR-EMB) chief Anulfu Alvarez said that they already conducted inspection at the landfill in August and they noticed that the volume of the waste dumped there have increased, which resulted to the overflowing of leachate or the liquid that drains or 'leaches' from a landfill in the water waste treatment facility.Alvarez then suggested that there should be proper drainage directed to the waste water treatment facility but the liquid just goes anywhere from the dump.It was not revealed since when the leachate has been allowed to flow out freely, untreated.Davao City Environment and Natural Resources Office Office-in-charge Engr. Marivic Reyes, in a media interview, on Tuesday, November 14, said that since Monday their personnel were there to dig a ditch so that the leachate from the garbage will flow to the filtration pond then to the impounding pond that contained the treated water which will be recirculated back to the cell, or the landfill.She said that the reported leachate is from the garbage outside the cell or the landfill.""The leachate that goes out to the creek come from the garbage thrown outside the cell because the landfill is already full. There is supposedly a canal in the cell where the leachate must flow. This is the reason why we are now making ditch in the area),"" she said.She added that they started making the ditch last Monday.Reyes said that the heavy downpour also contributed to the spillage.She said that they are conducting benching from garbage for the filtration process. She added that they use carbon, limestone and sand to filter the leachate.After the process, the leachate that reaches the impounding pond will be pumped out by a submersible pump back to the cell. They also placed geo-synthetic liner so that the leachate will not escape from the cell.She said that the leachate is not meant to escape from the cell, but it cannot be avoided since the landfill is already full.Reyes said that they are still finding the site or location for another landfill, they are rehabilitating the landfill to expand the lifespan up to two and the half years depending on the operation.Reyes said that currently, the landfill receives 600-700 tons daily, up from 300 to 400 tons of garbage the city collected when the dumpsite was opened way back in 2006.",Cenro asked to explain 'leachate' spill in Pangi River | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"LIEUTENANT General Benjamin Madrigal, Jr., the newly-designated Eastern Mindanao Command (Eastmincom) commander, will officially assume his post on Wednesday, November 15, as the new chief during a Military Change of Command Ceremony at Naval Forces Eastern Mindanao Command covered court.Eastmincom Public Information Officer (PIO) Major Ezra Balagtey said Madrigal is the 10th commander of Eastmincom. He cited that the incoming commander is not new in the security landscape in Eastern Mindanao as he was used to be deployed here before.Madrigal formerly assumed as the commander of the 701st Infantry Brigade based in Mati, Davao Oriental then became assistant division commander of 10th Infantry Division based in Mawab, Compostela Valley. He was also commander of the 4th Infantry Division, Philippine Army, based in Camp Evangelista, Patag, Cagayan De Oro City.The mission-focused-leader Lieutenant General Madrigal will be taking the responsibility of sustaining the peace and prevention of terrorism in Davao Region, Caraga Region, parts of Northern Mindanao Region and Southern Mindanao Region, Balagtey said.Madrigal will assume as Eeatmincom commander from Brigadier General Perfecto Rimando who served as the acting commander of Eastmincom in the absence of an appointee.Madrigal is a member of the Philippine Military Academy (PMA) Sandiwa Class of 1985. Prior to his appointment, he became commander of the Southern Luzon Command based in Camp General Nakar, Lucena City, Laguna.The change of command will be attended by former Eastmincom commander and now Armed Forces of the Philippines (AFP) chief of staff General Rey Leonardo Guerrero who was appointed by President Rodrigo Duterte last October 25.Guerrero served as Eastmincom commander for two years where he led the declaration of almost all provinces as Peaceful and Ready for Further Development, crafting of Development Support and Security Plan Kapayapaan and intensified implementation to sustain peace in Eastern Mindanao.",Madrigal is new Eastmincom chief | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"DESPITE having a 400-bed capacity, the Southern Philippine Medical CenterDepartment of Pediatrics (SPMC-DP), is still overcrowded by almost twice its capacity.Speaking during the Kapehan sa Dabaw on Monday, November 13, at The Annex of SM City Davao, SPMC Department of Pediatrics chief Dr. Hasmina Chio said that they are forced to make two children share one bed to cater to the influx of patients.As a government hospital, they are not allowed to refuse patients, and so they make do of what they have.Its beyond our control so we make use of what we have, she said.SPMC is the most sought-after public medical center in Mindanao, it being the biggest government health facility in the country with some 1,500 bed capacity.Patients come from all over the island.She added that they usually cater to about 10,000 patients a month, 98 percent of whom come from the poor and marginalized sector of the community.",SPMC pedia ward still overcrowded | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"DAVAO City councilors are set to receive P50,000 worth of laptops each due to the proposed ""paperless session"" scheme which will take effect next year.Davao City Councilor Bernard Al-ag on Tuesday, November 14, said that the council plans to use laptops instead to decrease by 80 percent their paper usage brought about by multiple attachments.We are using about 50 kilos of paper every (council session) day and we are using 8,000 kilos of paper (annually). The city council purchased laptop for all the members of the council, but before we use the laptop we will have training this November 29 for our new system which will use less paper, he said.Al-ag said that they will be using their laptop for their agenda, and for their attachments.As you can look at our folder every session, it is very thick. (About) 80 percent of these are attachments so we want to put that in a scanned form which will be placed in the laptop, he said, adding that the laptop will be used exclusively by the councilors every session, and during the review of their agenda.He said the reduction of paper usage is a good move, and they are also planning to apply this to all city departments.May gagawin din na ordinance ang city council with the request of the city mayor to create a Department of City Archive Office, and the City Archive Office will be the one in charged with the project of reducing paper usage not only in the Sangguniang Panlungsod (City Councl) but also in all other departments (The city council will also craft an ordinance with the request of the city mayor to create a Department of City Archive Office, and this office will be the one in charged with the project of reducing paper usage not only in the City Council but also in the other departments), he said.Al-ag also added that the brand of laptop is definitely not Apple because they need to use Windows programs.Nandyan na sa Davao City General Services Office, they called me na ready na daw ang laptop, sabi ko huwag niyo munang i-release, we will release that during the training (The laptops are already at the Davao City General Service Office, they already called me, but I told them that we will release these during the training), he said.He said that the training will be conducted by the City Archive Office and City Information and Technology Center.Eventually all the signatures of the department heads and the city council will be in digital form na rin, so once this will be implemented the use of paper will really be reduced, he said.",Davao councilors to get laptops for 'paperless session' | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"CONSIDERING the risk that journalists face, the National Union of Journalists in the Philippines (NUJP) is pushing for the full implementation of United Nation (UN) Plan of Action for the Safety of Journalists, a safety mechanism to address threats and advancement of press freedom.NUJP Davao vice president Zea Capistrano quoted NUJP statistics where a total of 178 journalists have been killed in the Philippines since 1986 under five administrations.She, however, noted that it has not yet categorized whether it is work-related or personal conflict.""What we should do is how we should document the threats against us kay sa kana palang dili ta kabalo unsa atong himoon hadlok-hadlokon lang ta pag naa natay mabangga nga interest (because if we do not know how to counter, they will just intimidate us if we step their interest),"" she said.She added that when a journalist would receive a threat by any form, they could call the NUJP's attention or Center for Media Freedom and Responsibility (CMFR) to address these threats so they could provide the necessary steps to be undertaken.The UN Plan of Action aims ""to create a free and safe environment for journalist and media workers, both in conflict and non-conflict situations, with a view of strengthening peace, democracy and development worldwide.""It helps in the establishment of a coordinated inter-agency mechanism to handle issues on safety of journalists as well as assisting countries to develop legislation and mechanisms favorable to freedom of expression and information and supporting the efforts to implement existing international rules and principles.Some journalists suffered from attacks and interference, violent assaults from terrorists, other armed groups and powerful individuals including government officials, security forces and criminal gangs in the performance of their duties.Meanwhile, Kristianne Fusilero, Treasurer of NUJP Davao, said that on Saturday, they will launch a book entitled ""Defending Journalism"" at Pinnacle Hotel authored by 12 persons from the seven countries including Afghanistan, Pakistan, Nepal, Philippines, Indonesia, Iraq and Colombia.""This publication aims to document and share international best practices and support application of them by relevant actors, including in-country policy makers and relevant media organizations ensuring more effective impact of safety and protection and anti-impunity efforts,"" she said.The research was carried out over a period of six months with data collection consultations and a wide range of in-country stakeholders and in-depth interviews with those directly affected and involved in addressing issues related to safety and protection.",NUJP pushes for safety mechanism for journalists | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THE Davao City Council approved on third and final reading on Tuesday, November 14, the Supplemental Budget No. 2 for 2017, and the 2018 Annual Budget.The City Council approved on Monday worth P7,639,481,158 annual budget of Davao City for 2018.This will comprise the total budget for expenditures under the general fund proper, the economic enterprises for the operation of markets, slaughterhouse, Davao City Recreation Center, Magsaysay Park, cemeteries, Pasalubong center, and the annual development fund.With the approved amount, 81.6 percent or P6.2 billion will be allotted for the general fund, 16.6 percent or P1.2 billion will be allotted for the development fund, and 1.8 percent or P134,272,650 will cover the operational expenses of eight economic enterprises of the city.General fund will cover the expenditures for statutory and contractual obligations, and other lump sum appropriations, personal services, maintenance and other operating expenses and capital outlays of the departments, offices and units of the City Government of Davao. The development fund will cover expenditures for infrastructures and non-infrastructure projects including debt servicing for the ensuing year.Based on the draft of the ordinance and the committee report, which was approved on second reading, the budget is earmarked at P7.8 billion a certified by the City Budget officer from local sources and Internal Revenue Code.But with this available amount it was noted there will be an unappropriated balance of P160,518,842 under the Annual Development Fund, and the Economic Enterprises in the amounts of P72,102,384 and 88,416,458, respectively This remaining balance needs another ordinance to be utilized.Meanwhile, aside from the annual budget, the council also approved P714,668,560 worth Supplemental Budget 2 (SB 2) for 2017.This consists budget for general fund proper, development fund, and economic enterprises.General Fund Proper got the topmost share of 62 percent or P446,470,519.42; the Development Fund got the second highest share with 37 percent or P261,775,172.60; and Davao City Economic Enterprises had smallest share of on1 percent with P6,422,868.32.The budget for economic enterprises which will be used mostly for the payment of salary increase for Job Order/ Contract of Services for the period of July-December 2017 of the city government of Davao.The source of fund for these appropriations came from the reversion of appropriations, surplus from the CY-2016 operations, 15 percent share collection from the Office of the Building Official, savings from the Trust Fund Account transferred to the General Fund and the unappropriated balance.",Davao council approves P7.6-B budget for 2018 | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THE assassination of a member of the Davao City Police Office (DCPO) last Monday in Tugbok District underscores the need for individual policemen to be alert and vigilant with regards their personal security amid high threats by communist rebels and other lawless groups, DCPO Chief Alexander Tagum said.This incident will also serve as a strong warning to all personnel of DCPO that they cannot afford to relax their personal security because then it will cause them their lives, Tagum said on Tuesday, November 14.PO3 Wilfredo Bansag Garol Jr, 34, married and a resident of Rubber Village in Calinan, Davao City and assigned at Baguio Police Station (PS11) was shot to death by two unidentified hitchhikers around 7:45 a.m., November 13, at Purok 5, Sitio Luman, Barangay New Valencia, Tugbok District, Davao City. He died on the spot.Garol had just brought his wife to school, where she is a teacher, and then allowed two men to hitch a ride on his motorcycle on his way back home.The killers took away Garols motorcycle and service firearms.DCPO, meanwhile, vowed to expedite the resolution of the case and the identification of the suspects responsible for the murder of their personnel.The death of PO3 Wilfredo Garol will be thoroughly investigated to identify those behind this treacherous killing, he said.Tagum added that they were not shaken by the incident and will continue with their stringent security monitoring against criminality and terrorism.It will not however deter our commitment in our relentless and intensified fight against all forms of domestic threats posed by communist terrorists or criminals, he added.",DCPO: Cop's death underscores need for vigilance | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THE Department of Trade and Industry (DTI) in Negros Oriental province on Wednesday said the price freeze that it had enforced earlier in Dumaguete City is still in effect.DTI provincial head Javier Fortunato Jr. explained that until such time there is a revocation of the order issued by the DTI in Central Visayas Region, the price freeze is still in effect in Dumaguete.The clarification comes as people ask about a possible hike in the prices of commodities especially that the Christmas season fast approaching.Fortunato said the bigger establishments like shopping malls, department stores and the market area are covered by the price freeze which includes commodities that are found in the list provided by the department.The DTI is conducting regular price monitoring to ensure that the order is strictly followed, he said.The DTI had earlier announced a prize freeze on certain commodities after Dumaguete was placed under a state of calamity due to massive flooding wrought by Typhoon Pablo last October 18, leaving a trail of destruction behind although the city had reported of zero casualties.The City Council, in an emergency session the next day, approved the declaration of a state of calamity so that the city can utilize its calamity fund for the repair of damaged infrastructure and provide assistance to hundreds of families affected by the flooding.The DTI is asking the people to help monitor the prices of commodities in Dumaguete City and report possible violations. (PNA)",Price freeze stays in Dumaguete City | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THEY lined the streets in colorful garb, mostly long, flowing robes and some with corresponding headgear and other accessories, others in clothing reminiscent of centuries past from countries across the globe.People who watched the Parade of Saints in Dumaguete City over the weekend were immediately impressed, as students were game enough to brace the afternoon heat as they marched through the citys main thoroughfares in a pre-Halloween celebration.The Parade of Saints of the Catherina Cittadini-St. Louis School in Dumaguete City is on its third year now, deviating from the customary practice of people dressing up in scary and supernatural costumes during Halloween, to instead depict Catholic saints of their choice.Its the schools way of preserving the real meaning of All Saints Day, said Roy Pavaricio, the schools academic coordinator.In a way, (its) our response to the invitation of the Church to make this day really attributed to all our Saints, he added.According to Pavaricio, the Cittadines are inspired that we are called to be saints and that one day, we will be one of those saints in the Church.The students, from pre-school to junior high, are given the option to choose the saints they want to depict during the parade, depending on who it is that has inspired or touched them, the teacher said.The Parade of Saints started in 2015, with school officials led by school principal Sr. Ma. Isabel Palomar, and directress Sr. Ellen Joy Cajegas, to encourage students understand more about sainthood and the life of the saints.With this, they are inspired to only do good, which is the meaning of true freedom, said Pavaricio.Halloween, also known as All Hallows Eve, is celebrated in many countries including the Philippines on the eve of All Saints Day on November 1 and followed by All Souls Day on November 2.Msgr. Julius Perpetuo Heruela, a liturgist of the Diocese of Dumaguete and parish priest of the St. Augustine of Hippo Parish in Bacong, Negros Oriental, said the liturgical celebrations highlight the importance of saints in the Christian world and the remembrance of the faithful departed.He said saints and martyrs provide inspiration to people to lead holy lives and it is just but fitting to honor them on this particular feast day.All Saints Day is for the triumphant church, for those who have already arrived in heaven, something that all of us should desire, Heruela said.On the other hand, the observance of All Souls Day encourages people to offer prayers for the dead, who are suffering in Purgatory, that they would receive reparation for their sins, he said.By offering prayers for the souls who are still in Purgatory (penitent church), they are eased of their suffering and temporal punishment as they go through a process of purging so they can enter heaven, he added.And so people offer masses and prayers, light candles and visit the tombs and graves of their departed loved ones as a sacrifice for the souls, which also brings indulgences for the souls, the priest said on Monday.He said that a cemetery is a sacred place where the deceased are awaiting resurrection.Candles symbolize the light of Christ, which gives hope for all those who desire to go to heaven, Heruela said.Heruela appealed to the Catholic lay faithful not to depict Halloween as a celebration for the supernatural, such as vampires, ghosts, and the like.People need to be educated about the true meaning of the celebration of Halloween, rather than sticking to tradition and the customary practice of serving the favorite foods and drinks of the departed, he said.These may have been handed down from our pagan forefathers but the true celebration of the Catholics and Christians is to focus on a prayerful observance of the twin feasts of the Church, Heruela said. (PNA)",Parade of Saints highlights 'Undas' observance in Dumaguete | SunStar
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THE Department of Energy (DOE) called on government offices, the academe and local government units in Negros Oriental to adopt energy efficiency concepts and implement conservation measures to mitigate the adverse effects of climate change.DOE-Visayas Regional Director Antonio Labios enjoined government offices to efficiently conserve energy, especially in the procurement of services, such as buying light-emitting diode (LED) or energy efficiency lighting and designing of structure or building, to meet with Government Energy Management Program (GEMP).Labios said DOEs continuing efforts to increase public access to clean and sustainable energy are to ensure or increase energy independence and develop more indigenous energy resources.He noted that in the Visayas, the use of renewable energy resources, especially in the electricity production, is about 70 percent, of which 40 percent to 50 percent come from geothermal resources.Negros is fortunate to host one of the biggest geothermal plants in the Visayas and the other one is in Tongonan, Leyte, said Labios.Under GEMP, government offices would undergo spot checking conducted by DOE to determine whether an office is adopting energy efficiency and conservation practices.Among the energy conservation tips are operating time of air condition unit from 9 a.m. to 4 p.m., setting room temperature at 25 degrees Celsius, and monitoring and using fluorescent or LED lights.The tips would not only help in minimizing energy consumption in the government but also in mitigating the effects of climate change in our environment, Labios said.Visayas also hosts wind farms with 30 percent renewable energy resources in Guimaras, Aklan, and Iloilo, along with Negros Island, which has the biggest capacity of solar energy.Labios said renewable energy is a potent source in the energy development and power generation in the Visayas. (PIA)",Renewable energy pushed in Negros Oriental to lessen climate change impact
0,1,0,0,1,1,1,1,5806,49,10054,5120,6,"THE Philippine National Police (PNP) acting provincial director for Negros Oriental allayed fears by some quarters over the staging of a Muslim ""johoor"" or ""johore,"" a prayer meeting and seminar, in Dauin town.Senior Superintendent Edwin Portento, acting provincial PNP director, confirmed Wednesday, October 25, that the Negros Oriental Federation of Muslim Communities would host the johore in a privately-owned venue in the village of Maayong Tubig in Dauin on October 26-27.Some 300 Muslim ""tablighs"" or scholars from all over the Philippines, as well as about 200 local participants, are expected to converge at the venue owned by Sultan Tate, the federation president, in Dauin.Portento assured the public that tight security measures are in place to ensure the safety of everyone, especially with the ongoing Unigames in Dumaguete City.Portentos assurance came as some quarters had raised concerns over the johore, noting that a similar activity was held in Marawi City shortly before the siege, and reports later said that the gathering was penetrated by Isis members.But the provincial police director said the Islamic prayer meeting was under close monitoring and its organizers had in fact coordinated with the authorities when the activity was still on the drawing board as an act of transparency.We dont want to offend them. They have the right to freedom of assembly and we have to respect that, he said.According to Portento, while plans were not yet final on the Islamic gathering in Dauin, the PNP had already mapped out a security contingency plan, in coordination with other security forces, such as the Armed Forces of the Philippines (AFP) to include the Army and Navy, the Coast Guard, the intelligence community and the provincial Joint Task Force Leon Kilat.To ensure everyones safety, the profiles of the participants had been forwarded to higher headquarters for verification, he said.Also, strict measures are in place, such as the confinement of the participants to the venue for the duration of the prayer meeting, the issuance of identification cards for the activity, detailed pick-up and drop-off of participants from their port of entry, such as the airport, seaport and bus terminals to the venue and back, and the assurance from organizers that not one of them would be billeted at a hotel, he added.After all, this is a prayer meeting and therefore they are expected to be at the activity venue rather than at hotels, Portento said.He warned that those found staying at hotels and resorts will be subjected to questioning by the police.The Department of Tourism (DOT) has also been informed about the Muslim prayer gathering, while hotels and resorts have been asked to report the presence of suspicious persons during the scheduled johore.Some participants have arrived in Dumaguete as early as October 25, Portento said.The activity, he noted, is open to those who would like to attend and experience the Muslim prayer meeting.In fact, space will be provided for those from other religions who are welcome to attend the johore.Major General Jon Aying, commander of the 3rd Infantry Division of the Philippine Army, has been invited to speak as a guest lecturer on anti-radicalism. Portento said he is also attending.As to the presence of foreign guest lecturers in the prayer meeting/seminar, Portento said the organizers have not submitted any names yet although they earlier mentioned that possibility.The only thing that worries the PNP is if the weather turns bad, just like last week when heavy rains triggered massive flooding in Dumaguete and elsewhere, because they will have to pull out their personnel to respond to distress calls, Portento added. (PNA)","PNP: Muslim 'johore' prayer gathering in Dauin, Negros Oriental no cause for alarm"
